order_id,customer_id,order_date,amount,currency,status,items,is_valid_amount,is_outlier,name,email,country,signup_date,email_missing,payment_date,payment_method,paid_amount,order_year,payment_delay_days,is_fully_paid
O00017,C0006,2025-08-12,73.97,EUR,Completed,"[{'sku': 'SKU368', 'qty': 3, 'unit_price': 5.0}, {'sku': 'SKU343', 'qty': 1, 'unit_price': 133.91}, {'sku': 'SKU980', 'qty': 1, 'unit_price': 94.2}, {'sku': 'SKU153', 'qty': 1, 'unit_price': 49.65}]",True,False,Kavya Sharma,kavya.sharma@example.com,France,16-Dec-2024,False,,Bank Transfer,29.59,2025.0,,False
O00018,C0003,2025-03-09,374.43,EUR,Pending,,True,False,Neha Sharma,josé.nair@corp.org,United States,2024/01/20,False,,,0.0,2025.0,,False
O00019,C0023,2025-07-25,403.29,INR,Cancelled,"[{'sku': 'SKU541', 'qty': 3, 'unit_price': 57.01}]",True,False,Rohan Sharma,rohan.sharma@example.com,United States,29-Jun-2025,False,,,0.0,2025.0,,False
O00020,C0002,2025-07-07,264.78,GBP,Shipped,,True,False,Søren Patel,søren.patel@mail.com,Spain,2024/05/14,False,2026-01-22,Cash,291.26,2025.0,199.0,True
O00021,C0047,2026-01-19,71.94,GBP,Completed,,True,False,Karan Gupta,MISSING,U.K.,14-Sep-2025,True,2025-11-23,PayPal,0.0,2026.0,-57.0,False
O00021,C0047,2026-01-19,71.94,GBP,Completed,,True,False,Karan Gupta,MISSING,U.K.,14-Sep-2025,True,,Bank Transfer,27.34,2026.0,,False
O00022,C0033,2025-06-18,196.48,INR,Pending,,True,False,Diya Mehta,diya.mehta@corp.org,India,2025-05-07,False,,,0.0,2025.0,,False
O00023,C0012,2025-09-12,117.56,EUR,Cancelled,,True,False,Søren Iyer,søren.iyer@mail.com,India,08-15-2025,False,,,0.0,2025.0,,False
O00024,C0034,2025-04-23,290.56,EUR,Completed,,True,False,Riya Roy,riya.roy@corp.org,Bharat,02-Dec-2024,False,2025-07-17,UPI,290.56,2025.0,85.0,True
O00025,C0033,2025-09-22,1.0,INR,Pending,"[{'sku': 'SKU526', 'qty': 2, 'unit_price': 10.15}, {'sku': 'SKU220', 'qty': 1, 'unit_price': 126.16}, {'sku': 'SKU400', 'qty': 2, 'unit_price': 63.77}, {'sku': 'SKU631', 'qty': 1, 'unit_price': 18.36}]",True,False,Diya Mehta,diya.mehta@corp.org,India,2025-05-07,False,,,0.0,2025.0,,False
O00026,C0055,2025-12-31,216.6,EUR,Complete,,True,False,Vivek Roy,vivek.roy@example.com,Germany,12-24-2024,False,2025-08-31,Card,216.6,2025.0,-122.0,True
O00027,C0010,2026-01-28,177.19,USD,Unknown,,True,False,Maya Jain,maya.jain@example.com,Spain,2024/09/23,False,,,0.0,2026.0,,False
O00028,C0020,2025-12-07,387.57,INR,Complete,,True,False,Zoë Nair,zoë.nair@corp.org,Us,11-Aug-2024,False,,Bank Transfer,387.57,2025.0,,True
O00029,C0004,2025-09-28,215.63,GBP,Refunded,,True,False,Manish Singh,manish.singh@mail.com,France,24-Apr-2025,False,,,0.0,2025.0,,False
O00030,C0033,2025-10-31,282.07,GBP,Complete,,True,False,Diya Mehta,diya.mehta@corp.org,India,2025-05-07,False,2025-09-29,UPI,169.24,2025.0,-32.0,False
O00030,C0033,2025-10-31,282.07,GBP,Complete,,True,False,Diya Mehta,diya.mehta@corp.org,India,2025-05-07,False,,UPI,112.83,2025.0,,False
O00031,C0033,2025-07-16,-28.18,INR,Return,,False,False,Diya Mehta,diya.mehta@corp.org,India,2025-05-07,False,,,0.0,2025.0,,True
O00032,C0053,2025-04-11,0.0,EUR,Completed,,False,False,Søren Khan,søren.khan@corp.org,Fr,03-May-2024,False,,,0.0,2025.0,,True
O00033,C0054,2026-01-26,146.6,GBP,Shipped,,True,False,José Iyer,josé.iyer@example.com,United Kingdom,2024-05-26,False,,,0.0,2026.0,,False
O00034,C0056,2025-09-13,216.74,INR,Shipped,,True,False,Łukasz Nair,łukasz.nair@example.com,U.K.,22/03/2025,False,2025-11-17,PayPal,216.74,2025.0,65.0,True
O00035,C0029,2025-11-24,87.66,EUR,Completed,,True,False,Riya Patel,riya.patel@example.com,De,29/03/2024,False,,,0.0,2025.0,,False
O00036,C0044,2025-07-23,311.78,GBP,Shipped,,True,False,Manish Das,manish.das@corp.org,United States,2024-11-19,False,,UPI,311.78,2025.0,,True
O00037,C0028,2025-04-25,275.29,INR,Cancelled,,True,False,François Singh,françois.singh@example.com,India,2025/07/18,False,,,0.0,2025.0,,False
O00038,C0031,2025-05-08,15000.0,EUR,Completed,,True,True,François Jain,françois.jain@mail.com,U.S.,28/04/2025,False,,Bank Transfer,15000.0,2025.0,,True
O00039,C0023,2025-06-21,138.22,USD,Unknown,,True,False,Rohan Sharma,rohan.sharma@example.com,United States,29-Jun-2025,False,,,0.0,2025.0,,False
O00040,C0044,2025-08-30,344.68,USD,Cancelled,,True,False,Manish Das,manish.das@corp.org,United States,2024-11-19,False,,,0.0,2025.0,,False
O00041,C0003,2026-01-22,386.85,USD,Pending,,True,False,Neha Sharma,josé.nair@corp.org,United States,2024/01/20,False,,,0.0,2026.0,,False
O00042,C0030,2025-11-10,245.47,INR,Complete,"[{'sku': 'SKU735', 'qty': 1, 'unit_price': 45.13}]",True,False,Arjun Jain,arjun.jain@mail.com,India,01-21-2025,False,,Bank Transfer,245.47,2025.0,,True
O00043,C0011,2025-11-16,-17.85,USD,Return,,False,False,José Nair,josé.nair@corp.org,France,09-15-2025,False,,,0.0,2025.0,,True
O00044,C0055,2025-11-09,44.21,GBP,Shipped,,True,False,Vivek Roy,vivek.roy@example.com,Germany,12-24-2024,False,2025-09-04,Cash,44.21,2025.0,-66.0,True
O00045,C0045,2025-07-11,165.72,INR,Pending,"[{'sku': 'SKU434', 'qty': 1, 'unit_price': 84.64}]",True,False,Aditya Das,MISSING,United Kingdom,07-22-2024,True,,,0.0,2025.0,,False
O00046,C0012,2026-02-03,101.01,GBP,Return,,True,False,Søren Iyer,søren.iyer@mail.com,India,08-15-2025,False,,,0.0,2026.0,,False
O00047,C0032,2025-04-15,0.0,GBP,Complete,,False,False,Karan Sharma,karan.sharma@mail.com,U.K.,11/09/2025,False,,,0.0,2025.0,,True
O00048,C0021,2025-05-07,49.97,USD,Canceled,,True,False,  Renée Khan  ,renée.khan@corp.org,Germany,04-May-2024,False,,,0.0,2025.0,,False
O00049,C0034,2025-01-12,246.05,USD,Refunded,"[{'sku': 'SKU386', 'qty': 2, 'unit_price': 109.34}, {'sku': 'SKU314', 'qty': 1, 'unit_price': 74.3}]",True,False,Riya Roy,riya.roy@corp.org,Bharat,02-Dec-2024,False,,,0.0,2025.0,,False
O00050,C0008,2025-05-17,242.97,USD,Shipped,"[{'sku': 'SKU480', 'qty': 1, 'unit_price': 46.63}]",True,False,François Khan,françois.khan@corp.org,United Kingdom,2024-10-04,False,2025-05-17,PayPal,218.67,2025.0,0.0,False
O00051,C0052,2025-10-31,117.73,USD,Cancelled,"[{'sku': 'SKU493', 'qty': 1, 'unit_price': 5.07}, {'sku': 'SKU802', 'qty': 2, 'unit_price': 5.0}, {'sku': 'SKU138', 'qty': 1, 'unit_price': 80.99}, {'sku': 'SKU127', 'qty': 2, 'unit_price': 157.13}]",True,False,Meera Singh,meera.singh@mail.com,De,30/09/2024,False,,,0.0,2025.0,,False
O00052,C0014,2025-08-11,106.96,USD,Canceled,,True,False,Aisha Singh,aisha.singh@mail.com,France,09-Nov-2025,False,,,0.0,2025.0,,False
O00053,C0045,2025-08-28,539.62,USD,Shipped,,True,False,Aditya Das,MISSING,United Kingdom,07-22-2024,True,,,0.0,2025.0,,False
O00054,C0004,2025-08-23,314.65,INR,Shipped,"[{'sku': 'SKU941', 'qty': 1, 'unit_price': 24.21}, {'sku': 'SKU867', 'qty': 3, 'unit_price': 67.41}, {'sku': 'SKU829', 'qty': 1, 'unit_price': 31.35}]",True,False,Manish Singh,manish.singh@mail.com,France,24-Apr-2025,False,2026-03-07,PayPal,314.65,2025.0,196.0,True
O00055,C0003,2025-08-31,,EUR,Refunded,,False,True,Neha Sharma,josé.nair@corp.org,United States,2024/01/20,False,,,0.0,2025.0,,False
O00056,C0016,2025-11-16,6.5,EUR,Refunded,,True,False,Tanish Gupta,tanish.gupta@example.com,Spain,05-13-2024,False,,,0.0,2025.0,,False
O00057,C0003,2025-05-13,168.79,GBP,Unknown,,True,False,Neha Sharma,josé.nair@corp.org,United States,2024/01/20,False,,,0.0,2025.0,,False
O00058,C0011,2026-08-02,225.2,INR,Unknown,,True,False,José Nair,josé.nair@corp.org,France,09-15-2025,False,,,0.0,2026.0,,False
O00059,C0002,2025-08-31,356.38,EUR,Pending,,True,False,Søren Patel,søren.patel@mail.com,Spain,2024/05/14,False,,,0.0,2025.0,,False
O00060,C0052,2025-11-23,295.93,EUR,Completed,,True,False,Meera Singh,meera.singh@mail.com,De,30/09/2024,False,2025-04-27,Bank Transfer,295.93,2025.0,-210.0,True
O00061,C0045,2025-08-08,132.7,INR,Refunded,,True,False,Aditya Das,MISSING,United Kingdom,07-22-2024,True,,,0.0,2025.0,,False
O00062,C0044,2025-12-07,310.37,GBP,Shipped,,True,False,Manish Das,manish.das@corp.org,United States,2024-11-19,False,2026-01-18,Cash,155.18,2025.0,42.0,False
O00063,C0037,2025-03-04,310.65,USD,Canceled,,True,False,Renée Mehta,renée.mehta@mail.com,India,04-27-2024,False,,,0.0,2025.0,,False
O00064,C0030,2025-08-26,195.5,EUR,Return,,True,False,Arjun Jain,arjun.jain@mail.com,India,01-21-2025,False,,,0.0,2025.0,,False
O00065,C0031,2025-09-04,0.0,INR,Complete,,False,False,François Jain,françois.jain@mail.com,U.S.,28/04/2025,False,,,0.0,2025.0,,True
O00066,C0029,2025-09-07,246.92,USD,Pending,,True,False,Riya Patel,riya.patel@example.com,De,29/03/2024,False,,,0.0,2025.0,,False
O00067,C0054,2025-12-30,-38.94,GBP,Cancelled,,False,False,José Iyer,josé.iyer@example.com,United Kingdom,2024-05-26,False,,,0.0,2025.0,,True
O00068,C0054,2025-07-02,233.79,GBP,Pending,,True,False,José Iyer,josé.iyer@example.com,United Kingdom,2024-05-26,False,,,0.0,2025.0,,False
O00069,C0011,2025-08-04,0.0,EUR,Cancelled,,False,False,José Nair,josé.nair@corp.org,France,09-15-2025,False,,,0.0,2025.0,,True
O00070,C0026,2025-06-06,251.88,EUR,Completed,,True,False,Rohan Roy,rohan.roy@example.com,Spain,21-Apr-2025,False,,Card,251.88,2025.0,,True
O00071,C0022,2025-10-28,41.97,GBP,Cancelled,,True,False,Dev Patel,dev.patel@example.com,U.S.,2025/12/26,False,,,0.0,2025.0,,False
O00072,C0016,2025-03-12,0.0,EUR,Cancelled,"[{'sku': 'SKU396', 'qty': 3, 'unit_price': 57.66}, {'sku': 'SKU315', 'qty': 1, 'unit_price': 35.62}, {'sku': 'SKU726', 'qty': 1, 'unit_price': 69.4}, {'sku': 'SKU425', 'qty': 1, 'unit_price': 63.33}]",False,False,Tanish Gupta,tanish.gupta@example.com,Spain,05-13-2024,False,,,0.0,2025.0,,True
O00073,C0038,2025-06-26,250.73,GBP,Unknown,"[{'sku': 'SKU229', 'qty': 2, 'unit_price': 36.99}, {'sku': 'SKU207', 'qty': 2, 'unit_price': 77.27}]",True,False,  Arjun Verma  ,arjun.verma@mail.com,France,2024-07-27,False,,,0.0,2025.0,,False
O00074,C0003,2025-10-21,162.99,EUR,Unknown,,True,False,Neha Sharma,josé.nair@corp.org,United States,2024/01/20,False,,,0.0,2025.0,,False
O00075,C0033,2026-01-13,323.68,INR,Canceled,,True,False,Diya Mehta,diya.mehta@corp.org,India,2025-05-07,False,,,0.0,2026.0,,False
O00076,C0001,2025-08-13,91.0,INR,Shipped,,True,False,Anaya Mehta,anaya.mehta@example.com,In,30-Sep-2025,False,,,0.0,2025.0,,False
O00077,C0056,2025-04-05,138.07,GBP,Return,,True,False,Łukasz Nair,łukasz.nair@example.com,U.K.,22/03/2025,False,,,0.0,2025.0,,False
O00078,C0011,2026-02-07,227.46,USD,Completed,"[{'sku': 'SKU837', 'qty': 1, 'unit_price': 31.86}, {'sku': 'SKU681', 'qty': 3, 'unit_price': 5.0}, {'sku': 'SKU540', 'qty': 2, 'unit_price': 5.0}]",True,False,José Nair,josé.nair@corp.org,France,09-15-2025,False,2025-12-27,Bank Transfer,227.46,2026.0,-42.0,True
O00079,C0030,2025-07-04,152.8,USD,Pending,,True,False,Arjun Jain,arjun.jain@mail.com,India,01-21-2025,False,,,0.0,2025.0,,False
O00080,C0001,2025-11-16,264.62,EUR,Pending,,True,False,Anaya Mehta,anaya.mehta@example.com,In,30-Sep-2025,False,,,0.0,2025.0,,False
O00081,C0007,2025-07-27,197.49,GBP,Canceled,,True,False,Søren Jain,søren.jain@corp.org,United Kingdom,2024/02/29,False,,,0.0,2025.0,,False
O00082,C0023,2025-03-04,133.37,USD,Refunded,,True,False,Rohan Sharma,rohan.sharma@example.com,United States,29-Jun-2025,False,,,0.0,2025.0,,False
O00083,C0009,2026-01-28,84.22,USD,Pending,,True,False,Karan Gupta,karan.gupta@corp.org,U.S.,27-Apr-2025,False,,,0.0,2026.0,,False
O00084,C0023,2025-09-22,194.31,GBP,Unknown,"[{'sku': 'SKU544', 'qty': 1, 'unit_price': 108.7}]",True,False,Rohan Sharma,rohan.sharma@example.com,United States,29-Jun-2025,False,,,0.0,2025.0,,False
O00085,C0034,2025-12-24,469.51,EUR,Completed,,True,False,Riya Roy,riya.roy@corp.org,Bharat,02-Dec-2024,False,,UPI,469.51,2025.0,,True
O00086,C0051,2025-05-08,73.95,USD,Shipped,,True,False,Manish Sharma,MISSING,In,2026/01/13,True,,,0.0,2025.0,,False
O00087,C0027,2025-09-04,311.33,INR,Pending,,True,False,Meera Jain,meera.jain@corp.org,United States,29/03/2025,False,,,0.0,2025.0,,False
O00088,C0020,2025-05-22,277.15,EUR,Refunded,,True,False,Zoë Nair,zoë.nair@corp.org,Us,11-Aug-2024,False,,,0.0,2025.0,,False
O00089,C0040,2025-06-11,524.55,INR,Shipped,,True,False,Manish Jain,manish.jain@mail.com,Germany,18-Jun-2024,False,,,0.0,2025.0,,False
O00090,C0038,2025-10-17,337.52,INR,Cancelled,,True,False,  Arjun Verma  ,arjun.verma@mail.com,France,2024-07-27,False,,,0.0,2025.0,,False
O00091,C0016,2025-04-17,85.31,INR,Canceled,,True,False,Tanish Gupta,tanish.gupta@example.com,Spain,05-13-2024,False,,,0.0,2025.0,,False
O00092,C0008,2026-01-24,85.56,GBP,Return,,True,False,François Khan,françois.khan@corp.org,United Kingdom,2024-10-04,False,,,0.0,2026.0,,False
O00093,C0024,2025-04-21,210.92,INR,Return,,True,False,José Mehta,josé.mehta@mail.com,Fr,20-Nov-2025,False,,,0.0,2025.0,,False
O00094,C9003,2026-02-10,60.33,GBP,Completed,,True,False,,,,,,,,0.0,2026.0,,False
O00095,C0039,2025-08-18,263.2,USD,Completed,,True,False,Meera Verma,meera.verma@corp.org,Spain,04-19-2024,False,2025-05-28,PayPal,263.2,2025.0,-82.0,True
O00096,C0025,2025-12-08,332.31,INR,Completed,,True,False,Aditya Gupta,aditya.gupta@mail.com,Es,30/07/2024,False,,UPI,332.31,2025.0,,True
O00097,C0015,2025-05-12,187.69,GBP,Completed,,True,False,Ishaan Khan,ishaan.khan@corp.org,United Kingdom,06-24-2025,False,2025-06-10,Card,168.92,2025.0,29.0,False
O00098,C0041,2025-12-09,220.74,GBP,Shipped,"[{'sku': 'SKU151', 'qty': 2, 'unit_price': 14.29}]",True,False,Sneha Das,sneha.das@corp.org,De,02-Oct-2025,False,,Card,220.74,2025.0,,True
O00099,C0059,2026-01-26,,GBP,Completed,"[{'sku': 'SKU224', 'qty': 2, 'unit_price': 5.0}]",False,True,Rahul Gupta,rahul.gupta@example.com,France,12/05/2025,False,2025-07-25,Bank Transfer,0.0,2026.0,-185.0,False
O00100,C0036,2025-04-04,8.12,GBP,Canceled,,True,False,  Kabir Iyer  ,kabir.iyer@corp.org,Spain,2024-09-11,False,,,0.0,2025.0,,False
O00101,C0029,2026-01-25,299.11,EUR,Cancelled,,True,False,Riya Patel,riya.patel@example.com,De,29/03/2024,False,,,0.0,2026.0,,False
O00102,C0011,2025-07-15,-9.37,GBP,Pending,,False,False,José Nair,josé.nair@corp.org,France,09-15-2025,False,,,0.0,2025.0,,True
O00103,C0051,2025-08-20,67.73,EUR,Pending,"[{'sku': 'SKU898', 'qty': 1, 'unit_price': 56.12}]",True,False,Manish Sharma,MISSING,In,2026/01/13,True,,,0.0,2025.0,,False
O00104,C0030,2025-12-13,402.81,INR,Completed,,True,False,Arjun Jain,arjun.jain@mail.com,India,01-21-2025,False,,,0.0,2025.0,,False
O00105,C0025,2025-11-24,179.29,USD,Canceled,,True,False,Aditya Gupta,aditya.gupta@mail.com,Es,30/07/2024,False,,,0.0,2025.0,,False
O00106,C0036,2025-11-11,203.46,INR,Refunded,,True,False,  Kabir Iyer  ,kabir.iyer@corp.org,Spain,2024-09-11,False,,,0.0,2025.0,,False
O00107,C0005,2025-04-12,160.42,EUR,Complete,"[{'sku': 'SKU233', 'qty': 3, 'unit_price': 88.63}, {'sku': 'SKU155', 'qty': 3, 'unit_price': 94.94}]",True,False,Rohan Nair,rohan.nair@mail.com,Us,01-Oct-2024,False,,,0.0,2025.0,,False
O00108,C0044,2025-06-05,224.29,GBP,Canceled,"[{'sku': 'SKU938', 'qty': 2, 'unit_price': 5.59}]",True,False,Manish Das,manish.das@corp.org,United States,2024-11-19,False,,,0.0,2025.0,,False
O00109,C0024,2025-11-24,337.47,EUR,Return,,True,False,José Mehta,josé.mehta@mail.com,Fr,20-Nov-2025,False,,,0.0,2025.0,,False
O00110,C0052,2026-04-01,226.89,EUR,Cancelled,,True,False,Meera Singh,meera.singh@mail.com,De,30/09/2024,False,,,0.0,2026.0,,False
O00111,C0059,2025-04-03,274.12,USD,Shipped,,True,False,Rahul Gupta,rahul.gupta@example.com,France,12/05/2025,False,,UPI,274.12,2025.0,,True
O00112,C0044,2025-04-14,253.99,INR,Complete,,True,False,Manish Das,manish.das@corp.org,United States,2024-11-19,False,2025-05-05,Cash,152.39,2025.0,21.0,False
O00112,C0044,2025-04-14,253.99,INR,Complete,,True,False,Manish Das,manish.das@corp.org,United States,2024-11-19,False,,Cash,101.6,2025.0,,False
O00113,C0054,2025-09-29,109.17,GBP,Completed,,True,False,José Iyer,josé.iyer@example.com,United Kingdom,2024-05-26,False,2025-10-15,Cash,109.17,2025.0,16.0,True
O00114,C0060,2025-04-24,138.61,USD,Unknown,,True,False,Aarav Das,aarav.das@corp.org,India,12-Aug-2024,False,,,0.0,2025.0,,False
O00115,C0032,2025-04-17,327.46,EUR,Completed,,True,False,Karan Sharma,karan.sharma@mail.com,U.K.,11/09/2025,False,,Card,196.48,2025.0,,False
O00115,C0032,2025-04-17,327.46,EUR,Completed,,True,False,Karan Sharma,karan.sharma@mail.com,U.K.,11/09/2025,False,2025-10-03,Card,130.98,2025.0,169.0,False
O00116,C0046,2026-02-03,252.25,GBP,Completed,,True,False,Kavya Sharma,kavya.sharma@mail.com,In,2025/05/12,False,,Card,252.25,2026.0,,True
O00117,C0024,2025-11-09,575.31,INR,Pending,,True,False,José Mehta,josé.mehta@mail.com,Fr,20-Nov-2025,False,,,0.0,2025.0,,False
O00118,C0041,2025-02-06,252.14,USD,Unknown,,True,False,Sneha Das,sneha.das@corp.org,De,02-Oct-2025,False,,,0.0,2025.0,,False
O00119,C0056,2025-06-01,225.33,INR,Completed,,True,False,Łukasz Nair,łukasz.nair@example.com,U.K.,22/03/2025,False,,,0.0,2025.0,,False
O00120,C0015,2025-11-05,350.11,USD,Completed,"[{'sku': 'SKU843', 'qty': 3, 'unit_price': 57.25}]",True,False,Ishaan Khan,ishaan.khan@corp.org,United Kingdom,06-24-2025,False,,Bank Transfer,350.11,2025.0,,True
O00121,C0031,2026-02-01,206.53,EUR,Shipped,,True,False,François Jain,françois.jain@mail.com,U.S.,28/04/2025,False,2025-07-07,PayPal,206.53,2026.0,-209.0,True
O00122,C0020,2025-11-13,7.23,GBP,Shipped,"[{'sku': 'SKU251', 'qty': 1, 'unit_price': 18.01}, {'sku': 'SKU464', 'qty': 3, 'unit_price': 76.94}]",True,False,Zoë Nair,zoë.nair@corp.org,Us,11-Aug-2024,False,2025-12-02,PayPal,7.23,2025.0,19.0,True
O00123,C0024,2025-09-07,210.37,GBP,Cancelled,,True,False,José Mehta,josé.mehta@mail.com,Fr,20-Nov-2025,False,,,0.0,2025.0,,False
O00124,C0016,2025-07-10,132.04,INR,Complete,"[{'sku': 'SKU739', 'qty': 2, 'unit_price': 58.05}, {'sku': 'SKU843', 'qty': 3, 'unit_price': 33.89}]",True,False,Tanish Gupta,tanish.gupta@example.com,Spain,05-13-2024,False,2025-05-11,Bank Transfer,132.04,2025.0,-60.0,True
O00125,C0047,2025-12-27,203.05,GBP,Pending,"[{'sku': 'SKU909', 'qty': 2, 'unit_price': 35.99}, {'sku': 'SKU232', 'qty': 3, 'unit_price': 46.91}, {'sku': 'SKU766', 'qty': 1, 'unit_price': 48.79}, {'sku': 'SKU575', 'qty': 3, 'unit_price': 110.42}]",True,False,Karan Gupta,MISSING,U.K.,14-Sep-2025,True,,,0.0,2025.0,,False
O00126,C0047,2025-10-05,274.85,INR,Pending,,True,False,Karan Gupta,MISSING,U.K.,14-Sep-2025,True,,,0.0,2025.0,,False
O00127,C0049,2025-05-22,265.54,INR,Pending,"[{'sku': 'SKU685', 'qty': 3, 'unit_price': 11.29}, {'sku': 'SKU314', 'qty': 2, 'unit_price': 78.19}, {'sku': 'SKU407', 'qty': 2, 'unit_price': 32.03}, {'sku': 'SKU381', 'qty': 2, 'unit_price': 41.11}]",True,False,Dev Khan,dev.khan@example.com,India,15-Dec-2024,False,,,0.0,2025.0,,False
O00128,C0018,2025-09-13,273.36,EUR,Shipped,,True,False,Aarav Jain,aarav.jain@example.com,In,2025-05-04,False,,PayPal,273.36,2025.0,,True
O00129,C0059,2025-06-19,180.66,INR,Completed,,True,False,Rahul Gupta,rahul.gupta@example.com,France,12/05/2025,False,,,0.0,2025.0,,False
O00130,C0037,2025-05-24,192.74,USD,Refunded,"[{'sku': 'SKU624', 'qty': 3, 'unit_price': 50.25}, {'sku': 'SKU375', 'qty': 3, 'unit_price': 90.7}]",True,False,Renée Mehta,renée.mehta@mail.com,India,04-27-2024,False,,,0.0,2025.0,,False
O00131,C0026,2026-02-13,385.03,INR,Pending,,True,False,Rohan Roy,rohan.roy@example.com,Spain,21-Apr-2025,False,,,0.0,2026.0,,False
O00132,C0048,2026-08-01,311.49,USD,Unknown,,True,False,Ira Khan,invalid_email,U.K.,2024/01/10,False,,,0.0,2026.0,,False
O00133,C0002,2025-07-29,0.0,USD,Pending,,False,False,Søren Patel,søren.patel@mail.com,Spain,2024/05/14,False,,,0.0,2025.0,,True
O00134,C0052,2025-03-08,87.75,USD,Canceled,,True,False,Meera Singh,meera.singh@mail.com,De,30/09/2024,False,,,0.0,2025.0,,False
O00135,C0020,2025-09-03,250.46,USD,Pending,,True,False,Zoë Nair,zoë.nair@corp.org,Us,11-Aug-2024,False,,,0.0,2025.0,,False
O00136,C0005,2025-06-17,103.95,USD,Completed,"[{'sku': 'SKU312', 'qty': 3, 'unit_price': 34.68}, {'sku': 'SKU127', 'qty': 1, 'unit_price': 64.37}, {'sku': 'SKU525', 'qty': 3, 'unit_price': 33.96}, {'sku': 'SKU490', 'qty': 1, 'unit_price': 72.64}]",True,False,Rohan Nair,rohan.nair@mail.com,Us,01-Oct-2024,False,,Bank Transfer,103.95,2025.0,,True
O00137,C9005,2025-10-16,-30.32,INR,Completed,,False,False,,,,,,,,0.0,2025.0,,True
O00138,C9001,2025-06-19,167.88,GBP,Completed,,True,False,,,,,,,PayPal,167.88,2025.0,,True
O00139,C0022,2025-10-04,9999.99,USD,Complete,,True,True,Dev Patel,dev.patel@example.com,U.S.,2025/12/26,False,,Bank Transfer,9999.99,2025.0,,True
